Employee_ID,Employee_Name,Department,Tasks_Completed,Task_Completion_Time,Hours_Worked,Productivity_Score,Date,Performance_Rating
E2856,Emily Davis,Marketing,43,1.53,44,83.7,31-01-2028,Good
E2857,David Wilson,IT,49,2.71,46,73.34,01-02-2028,Average
E2858,Sophia Martinez,Finance,32,3.5,49,62.2,02-02-2028,Average
E2859,Olivia Thomas,Marketing,25,3.48,31,73.29,03-02-2028,Average
E2860,Michael Johnson,HR,43,1.94,33,86.16,04-02-2028,Good
E2861,Robert Brown,Marketing,45,4.44,45,90.21,05-02-2028,Excellent
E2862,Olivia Thomas,IT,30,4.21,44,85.62,06-02-2028,Good
E2863,Jane Smith,HR,31,2.94,30,66.96,07-02-2028,Average
E2864,Sophia Martinez,Sales,30,4.4,30,79.18,08-02-2028,Good
E2865,Sarah Lee,Finance,48,2.4,39,98.62,09-02-2028,Excellent
E2866,Olivia Thomas,HR,47,1.14,41,81.63,10-02-2028,Good
E2867,Olivia Thomas,IT,28,3.32,49,61.8,11-02-2028,Average
E2868,Sophia Martinez,Finance,25,3.4,43,62.35,12-02-2028,Average
E2869,John Doe,Finance,13,4.28,34,72.08,13-02-2028,Average
E2870,John Doe,Sales,13,4.24,48,84.87,14-02-2028,Good
E2871,Sarah Lee,Finance,35,3.43,32,87.36,15-02-2028,Good
E2872,Olivia Thomas,HR,35,4.72,45,81.09,16-02-2028,Good
E2873,Olivia Thomas,HR,26,2.18,46,72.25,17-02-2028,Average
E2874,Olivia Thomas,HR,22,3.49,38,97.4,18-02-2028,Excellent
E2875,Michael Johnson,HR,10,4.45,49,64.91,19-02-2028,Average
E2876,Olivia Thomas,Marketing,24,1.4,49,97.15,20-02-2028,Excellent
E2877,Sophia Martinez,IT,50,3.58,40,88.51,21-02-2028,Good
E2878,Emily Davis,Sales,40,1.74,38,60.24,22-02-2028,Average
E2879,Sarah Lee,Sales,12,4.76,50,82.29,23-02-2028,Good
E2880,James Anderson,Marketing,45,3.36,43,80.84,24-02-2028,Good
E2881,Emily Davis,Sales,23,4.62,46,93.78,25-02-2028,Excellent
E2882,Sophia Martinez,HR,41,1.02,35,66.58,26-02-2028,Average
E2883,Michael Johnson,Marketing,25,2.58,38,62.99,27-02-2028,Average
E2884,Robert Brown,HR,27,1.03,48,85.97,28-02-2028,Good
E2885,Olivia Thomas,Marketing,37,1.61,38,83.24,29-02-2028,Good
E2886,James Anderson,Finance,23,3.23,39,87.03,01-03-2028,Good
E2887,Sarah Lee,IT,32,1.25,32,92.46,02-03-2028,Excellent
E2888,David Wilson,Finance,23,3.16,47,86.33,03-03-2028,Good
E2889,Michael Johnson,Sales,43,1.63,35,83.14,04-03-2028,Good
E2890,Robert Brown,Sales,42,2.24,32,60.57,05-03-2028,Average
E2891,James Anderson,Finance,22,2.6,40,67.26,06-03-2028,Average
E2892,Sarah Lee,HR,41,2.05,43,66.77,07-03-2028,Average
E2893,Emily Davis,Marketing,12,1.25,33,63.79,08-03-2028,Average
E2894,Olivia Thomas,HR,27,1.72,38,72.04,09-03-2028,Average
E2895,Sarah Lee,IT,12,1.15,31,62.42,10-03-2028,Average
E2896,Emily Davis,Marketing,11,2.65,44,98.22,11-03-2028,Excellent
E2897,Jane Smith,HR,18,1.06,32,80.43,12-03-2028,Good
E2898,Sophia Martinez,IT,41,4.04,44,92.87,13-03-2028,Excellent
E2899,Emily Davis,Sales,38,1.51,37,67.4,14-03-2028,Average
E2900,Sarah Lee,HR,26,2.91,48,74.03,15-03-2028,Average
E2901,Olivia Thomas,Marketing,39,3.2,50,78.76,16-03-2028,Good
E2902,Sophia Martinez,Sales,23,0.53,40,96.74,17-03-2028,Excellent
E2903,Sophia Martinez,Marketing,32,3.96,33,62.79,18-03-2028,Average
E2904,Michael Johnson,IT,40,4.65,44,66.72,19-03-2028,Average
E2905,Michael Johnson,Finance,36,1.39,31,79.68,20-03-2028,Good
E2906,Jane Smith,Finance,24,2.37,43,93.18,21-03-2028,Excellent
E2907,Emily Davis,IT,25,3.57,33,60.82,22-03-2028,Average
E2908,Emily Davis,HR,36,2.19,44,71.63,23-03-2028,Average
E2909,Robert Brown,Sales,37,2.18,35,98.96,24-03-2028,Excellent
E2910,Olivia Thomas,Marketing,44,4.79,43,88.24,25-03-2028,Good
E2911,Emily Davis,Marketing,19,3.74,35,82.01,26-03-2028,Good
E2912,Emily Davis,IT,32,2.63,32,64.27,27-03-2028,Average
E2913,John Doe,IT,11,2.43,47,91.46,28-03-2028,Excellent
E2914,James Anderson,Marketing,13,4.78,33,62.29,29-03-2028,Average
E2915,John Doe,Sales,45,4.49,43,99.5,30-03-2028,Excellent
E2916,Sarah Lee,Marketing,24,2.48,30,92.52,31-03-2028,Excellent
E2917,Sophia Martinez,Sales,50,0.69,47,68.81,01-04-2028,Average
E2918,Michael Johnson,HR,33,1.29,39,88.77,02-04-2028,Good
E2919,David Wilson,IT,26,3.21,40,79.52,03-04-2028,Good
E2920,David Wilson,Marketing,46,1.16,49,97.9,04-04-2028,Excellent
E2921,David Wilson,HR,11,4.04,43,76.5,05-04-2028,Good
E2922,David Wilson,Marketing,50,1.29,39,60.59,06-04-2028,Average
E2923,Michael Johnson,Finance,37,4.36,41,95.34,07-04-2028,Excellent
E2924,Sarah Lee,HR,29,4.77,40,63.91,08-04-2028,Average
E2925,James Anderson,HR,46,3.94,32,94.32,09-04-2028,Excellent
E2926,Olivia Thomas,IT,50,3.67,50,68.07,10-04-2028,Average
E2927,Sarah Lee,Marketing,16,3.36,40,83.25,11-04-2028,Good
E2928,Robert Brown,Finance,47,2.45,47,85.59,12-04-2028,Good
E2929,David Wilson,IT,42,3.93,30,75.43,13-04-2028,Good
E2930,Michael Johnson,Sales,35,1.13,47,96.2,14-04-2028,Excellent
E2931,Sarah Lee,Marketing,31,4.27,35,83.76,15-04-2028,Good
E2932,Emily Davis,Sales,44,1.68,45,77.09,16-04-2028,Good
E2933,James Anderson,Finance,50,1.59,43,74.18,17-04-2028,Average
E2934,Robert Brown,Marketing,41,4.37,42,95.37,18-04-2028,Excellent
E2935,Emily Davis,Sales,38,3.24,40,72.56,19-04-2028,Average
E2936,John Doe,Sales,27,2.77,49,90.62,20-04-2028,Excellent
E2937,Robert Brown,Sales,43,3.93,42,92.57,21-04-2028,Excellent
E2938,Emily Davis,HR,38,1.31,34,96.2,22-04-2028,Excellent
E2939,Michael Johnson,Marketing,50,1.66,35,82.78,23-04-2028,Good
E2940,James Anderson,HR,38,2.19,44,99.07,24-04-2028,Excellent
E2941,Sophia Martinez,Sales,37,4.68,50,82.18,25-04-2028,Good
E2942,David Wilson,Finance,27,2.1,31,62.12,26-04-2028,Average
E2943,Robert Brown,Finance,19,2.7,37,60.83,27-04-2028,Average
E2944,John Doe,Marketing,49,1.37,41,75.89,28-04-2028,Good
E2945,John Doe,Finance,50,3.7,42,81.64,29-04-2028,Good
E2946,Michael Johnson,Sales,24,0.66,33,88.45,30-04-2028,Good
E2947,Sophia Martinez,Finance,19,4.16,47,70.81,01-05-2028,Average
E2948,David Wilson,HR,40,3.33,49,62.64,02-05-2028,Average
E2949,Robert Brown,Sales,19,4.36,37,96.59,03-05-2028,Excellent
E2950,Michael Johnson,Finance,30,2.08,49,73.13,04-05-2028,Average
E2951,Sophia Martinez,HR,29,1.97,43,63.27,05-05-2028,Average
E2952,John Doe,HR,43,2.02,31,64.32,06-05-2028,Average
E2953,Jane Smith,Sales,23,3.55,38,71.16,07-05-2028,Average
E2954,Olivia Thomas,Marketing,11,1.52,45,71.78,08-05-2028,Average
E2955,James Anderson,Marketing,14,1.94,41,88.08,09-05-2028,Good
E2956,Robert Brown,Sales,49,4.69,31,78.47,10-05-2028,Good
E2957,John Doe,IT,46,3.44,32,82.35,11-05-2028,Good
E2958,Jane Smith,Finance,26,1.23,37,79.61,12-05-2028,Good
E2959,Sarah Lee,HR,21,3.71,37,60.91,13-05-2028,Average
E2960,Michael Johnson,Finance,43,2.52,47,68.92,14-05-2028,Average
E2961,Michael Johnson,Finance,48,4.77,43,99.92,15-05-2028,Excellent
E2962,Olivia Thomas,Finance,43,1.25,40,82.76,16-05-2028,Good
E2963,David Wilson,Finance,30,3.15,43,88.67,17-05-2028,Good
E2964,John Doe,HR,33,3.39,32,84.75,18-05-2028,Good
E2965,John Doe,IT,37,0.53,37,94.68,19-05-2028,Excellent
E2966,Sarah Lee,IT,42,3.79,39,98.47,20-05-2028,Excellent
E2967,Emily Davis,Marketing,12,2.66,43,83.32,21-05-2028,Good
E2968,Sophia Martinez,Sales,29,1.57,36,62.62,22-05-2028,Average
E2969,Sophia Martinez,Finance,34,2.61,44,84.08,23-05-2028,Good
E2970,Jane Smith,Sales,27,4.12,31,63.27,24-05-2028,Average
E2971,John Doe,Finance,45,4.96,38,98.19,25-05-2028,Excellent
E2972,Robert Brown,IT,38,2.25,35,71.78,26-05-2028,Average
E2973,Michael Johnson,IT,42,1.89,42,99.66,27-05-2028,Excellent
E2974,Olivia Thomas,Marketing,40,4.72,33,96.92,28-05-2028,Excellent
E2975,Robert Brown,HR,39,2.52,33,70.66,29-05-2028,Average
E2976,Robert Brown,Sales,39,4.12,43,72.82,30-05-2028,Average
E2977,Emily Davis,Sales,18,2.58,49,72.12,31-05-2028,Average
E2978,Olivia Thomas,Finance,29,4.64,40,67.71,01-06-2028,Average
E2979,John Doe,Finance,12,4.46,31,81.97,02-06-2028,Good
E2980,John Doe,Sales,26,1.51,37,90.43,03-06-2028,Excellent
E2981,Robert Brown,Finance,33,0.67,40,98.18,04-06-2028,Excellent
E2982,Robert Brown,HR,21,3.22,49,83.34,05-06-2028,Good
E2983,Sophia Martinez,Finance,43,4.75,43,91.61,06-06-2028,Excellent
E2984,Michael Johnson,IT,31,3.74,34,71.6,07-06-2028,Average
E2985,Michael Johnson,HR,42,2.86,49,95.61,08-06-2028,Excellent
E2986,Robert Brown,Sales,46,1.98,47,86.45,09-06-2028,Good
E2987,Emily Davis,Sales,50,4.75,32,69.58,10-06-2028,Average
E2988,Olivia Thomas,HR,18,4.89,43,90.07,11-06-2028,Excellent
E2989,Sophia Martinez,HR,22,4.13,30,86.95,12-06-2028,Good
E2990,John Doe,HR,50,2.2,30,71.74,13-06-2028,Average
E2991,David Wilson,HR,22,0.58,42,64.53,14-06-2028,Average
E2992,Robert Brown,Sales,48,4.21,42,65.23,15-06-2028,Average
E2993,Michael Johnson,Marketing,48,4.17,47,78.16,16-06-2028,Good
E2994,James Anderson,Sales,31,4.27,44,94.33,17-06-2028,Excellent
E2995,Sarah Lee,IT,46,2.09,45,89.01,18-06-2028,Good
E2996,Emily Davis,Sales,45,3.12,43,82.5,19-06-2028,Good
E2997,John Doe,Sales,22,2.96,31,95.61,20-06-2028,Excellent
E2998,Sophia Martinez,Marketing,26,4.55,48,90.33,21-06-2028,Excellent
E2999,Robert Brown,Marketing,42,2.6,34,91.48,22-06-2028,Excellent
